year,stcd,dv,dpres,redist ,dexp ,rexp
2000,301,44.15,46.15704073,0,74451,505210
2000,302,71.81,64.50332547,0,569648,85066
2000,303,32.31,41.6834161,0,7233,377426
2000,304,33.84,45.59010933,0,1250,572248
2000,305,36.99,48.70746788,0,553098,1536705
2000,306,36.72,44.09380113,0,49234,1183832
2000,401,60.22,51.65982411,0,1169274,298491
2000,402,57.54,49.26679808,0,624989,261969
2000,403,,38.53160608,0,,949743
2000,404,50.97,51.50222641,0,1641164,1786307
2000,501,69.91,54.96501513,0,851612,17730
2000,502,30,36.57264957,0,0,664374
2000,503,41.86,46.05062801,0,303024,593164
2000,504,33.16,38.87208102,0,14540,587722
2000,505,72.44,60.69730586,0,770062,44395
2000,506,69.43,67.30873354,0,576539,17979
2000,507,78.34,71.91027581,0,443578,5388
2000,508,87.79,84.033346,0,608318,0
2000,509,89.66,86.75375865,0,452812,0
2000,510,54.33,53.38021105,0,1540830,1127901
2000,511,39.73,48.40888717,0,12980,456730
2000,512,78.2,71.14792512,0,310957,0
2000,513,74.35,69.17248535,0,414879,0
2000,514,73.16,65.86028585,0,642146,0
2000,515,56.28,60.01075283,0,2125541,1429904
2000,516,75.57,66.97753939,0,486365,0
2000,517,73.53,64.36504299,0,692932,31107
2000,518,68.18,45.51565987,0,687403,31087
2000,519,32.81,39.87236985,0,219555,659104
2000,520,53.5,51.04470184,0,1793089,1257145
2000,521,25.71,34.30687691,0,0,1529664
2000,522,54.51,47.73012539,0,1498955,815000
2000,523,42.94,50.66032341,0,726953,1022565
2000,524,68.89,60.57327426,0,1064622,166148
2000,525,34.78,46.47421086,0,34112,674238
2000,526,,73.4877479,0,521478,0
2000,527,54.61,56.31231595,0,4351025,6889947
2000,528,41.24,51.08344837,0,188122,1130755
2000,529,79.75,76.37941233,0,389766,0
2000,530,87.59,79.50455598,0,1046470,0
2000,531,,71.66014257,0,978263,
2000,532,87.34,86.52260583,0,161211,3077
2000,533,87.99,84.7509763,0,292932,0
2000,534,76.01,69.49284633,0,356984,1839
2000,535,88.88,87.76974803,0,266309,10178
2000,536,50.98,53.36214428,0,1998739,1988938
2000,537,87.96,84.87385663,0,194214,0
2000,538,49.49,60.8400278,0,738427,580445
2000,539,33.43,45.03898743,0,24805,327284
2000,540,,41.25330721,0,,805526
2000,541,38.79,48.112317,0,81937,514991
2000,542,62.98,59.17585996,0,1347431,991679
2000,543,,45.88355514,0,,421029
2000,544,39.06,48.72875003,0,125866,582684
2000,545,34.27,41.76246081,0,52674,300724
2000,546,63.23,56.11085041,0,1640175,296060
2000,547,31.44,40.33016238,0,17922,1171803
2000,548,31.56,37.13834356,0,20319,3603214
2000,549,51.8,55.90940653,0,1926497,1846574
2000,550,71.19,61.3096349,0,400015,11002
2000,551,32.09,42.34840521,0,0,572440
2000,552,32.6,43.08639966,0,270663,856691
2000,601,71.59,66.00216801,0,564413,45835
2000,602,58.75,53.3419301,0,1330529,513495
2000,603,30.62,42.14079983,0,0,545989
2000,604,,39.79974123,0,,248736
2000,605,,33.33540937,0,,127282
2000,606,43.88,46.17480855,0,1019651,1123854
2000,701,71.92,65.78457758,0,755392,69042
2000,702,49.37,59.62812864,0,1816863,1063147
2000,703,72.33,64.02369759,0,680778,73864
2000,704,41.48,57.22165131,0,172155,1039573
2000,705,54.77,53.43652821,0,2104091,1426019
2000,706,34.44,55.67224194,0,11642,1163610
2000,801,31.3,56.74006479,0,28831,588911
2000,901,,30.53324392,0,,772995
2000,902,72.13,49.6998705,0,357761,16227
2000,903,57.59,62.86822798,0,483828,1049195
2000,904,31.78,35.56515835,0,143350,1367295
2000,905,64.27,52.14442215,0,623686,297977
2000,906,,39.34246038,0,,213747
2000,907,36.79,48.83578181,0,40088,206125
2000,908,49.2,48.65559362,0,1669191,1322044
2000,909,,46.12762697,0,,518118
2000,910,,54.64081078,0,,336372
2000,911,,54.37768664,0,447308,
2000,912,42.98,43.61698839,0,650578,1047257
2000,913,36.14,46.15520259,0,50948,376529
2000,914,,39.08152845,0,,259684
2000,915,40.01,45.16475387,0,698292,910906
2000,916,38.18,51.40984922,0,626210,1544957
2000,917,,84.83567945,0,298389,
2000,918,,38.07173835,0,,192368
2000,919,71.62,70.17076213,0,447274,10620
2000,920,,63.69769508,0,558259,
2000,921,,36.9129884,0,,294122
2000,922,49.86,60.52483433,0,2378327,3086708
2000,923,76.35,80.59103275,0,375537,0
2000,1001,30.86,42.39334247,0,70119,652186
2000,1002,53.48,45.62981648,0,1069838,953867
2000,1003,36.49,42.25253453,0,131447,697766
2000,1004,60.72,70.38361932,0,410270,315512
2000,1005,77.18,76.23438285,0,811850,28253
2000,1006,25.25,32.74600418,0,36463,1601856
2000,1007,44.74,39.07844566,0,3859860,3575020
2000,1008,41.08,42.61927174,0,896654,1841653
2000,1009,24.79,28.91124943,0,69884,429979
2000,1010,36.78,44.80828422,0,26713,787855
2000,1011,,34.53006105,0,,418105
2000,1101,70.69,58.66236955,0,722133,22042
2000,1102,63.13,60.88158552,0,337420,195390
2000,1201,32.61,29.92274138,0,72061,1212580
2000,1202,26.83,28.21798745,0,0,731554
2000,1301,87.81,88.87381461,0,656599,0
2000,1302,89.84,89.19435474,0,304619,0
2000,1303,75.58,57.25574398,0,426197,18073
2000,1304,,81.01004786,0,454558,
2000,1305,,65.3602436,0,279230,
2000,1306,41.06,46.19776615,0,279108,2436839
2000,1307,85.93,85.10774905,0,320034,
2000,1308,39.01,42.94479793,0,281881,970024
2000,1309,76.43,72.57229677,0,694724,98852
2000,1310,48.81,54.24815181,0,1967426,2030292
2000,1311,43.63,54.0749876,0,144916,976795
2000,1312,,56.28332204,0,373057,
2000,1313,33.82,43.60026612,0,0,395773
2000,1314,26.01,43.23290686,0,0,2299072
2000,1315,46.77,45.68767383,0,953233,1760128
2000,1316,33.26,44.00993427,0,54882,682309
2000,1317,54.9,52.79897214,0,1270267,984857
2000,1318,32.94,43.90198556,0,86262,974251
2000,1319,64.56,44.05398669,0,297056,29076
2000,1320,36.9,46.74305255,0,249049,645920
2000,1401,72.57,60.64154908,0,390320,12457
2000,1402,43.28,42.33215685,0,369888,1106140
2000,1403,52.09,43.05269763,0,734206,1109616
2000,1404,36.24,35.21600229,0,30685,288827
2000,1405,38.14,37.3236541,0,455147,720714
2000,1406,27.32,29.68847614,0,9123,622401
2000,1407,32.95,37.06390697,0,6650,571791
2000,1408,46.23,42.22938434,0,1568521,743755
2000,1409,55.29,40.96701989,0,981802,245202
2000,1410,59.57,61.19099016,0,340203,84108
2000,1501,36.85,55.46249816,0,28536,375143
2000,1502,44.09,53.0675105,0,92577,907935
2000,1503,65.1,49.2724633,0,710518,200714
2000,1504,37.4,48.93405959,0,125658,841115
2000,1505,29.78,43.46600466,0,0,375152
2000,1601,,29.81090696,0,,370520
2000,1602,30.3,42.52377307,0,0,284064
2000,1603,51.64,44.50732091,0,1759414,1054489
2000,1604,43.61,38.24183249,0,315524,854357
2000,1701,42.03,41.28090788,0,716066,1495305
2000,1702,31.67,36.47540201,0,0,225008
2000,1703,45.53,52.62183837,0,1700171,2904751
2000,1704,55.5,37.81643304,0,854357,62817
2000,1705,26.45,42.18431737,0,0,459993
2000,1706,39.71,42.87561665,0,1484436,2300619
2000,1801,13.53,32.01255478,0,0,1956948
2000,1802,,80.46414826,0,563238,
2000,1803,,45.98220523,0,,1477133
2000,1804,26.22,44.57907292,0,0,574127
2000,1805,25.74,39.33090359,0,0,513769
2000,1806,30.35,44.95642117,0,0,916205
2000,1807,,43.10400826,0,627685,
2000,1901,62.08,54.25885858,0,639119,478817
2000,1902,73.43,51.00477178,0,508966,69343
2000,2001,35.51,45.66011851,0,52987,225166
2000,2002,31.36,42.83642057,0,0,871393
2000,2003,75.87,65.08759642,0,564687,0
2000,2004,87.36,86.28932334,0,471680,0
2000,2005,65.12,57.00818873,0,1268702,64208
2000,2006,39.29,39.77907995,0,508684,445919
2000,2007,87.15,85.85141394,0,444442,
2000,2008,46.69,62.4672648,0,2217488,1678139
2000,2101,69.71,63.25589333,0,646363,170442
2000,2102,,63.00087872,0,369098,
2000,2103,,62.59185426,0,550240,
2000,2104,78.01,67.4609178,0,471381,24553
2000,2105,,60.76995777,0,508730,
2000,2106,71.09,61.70835522,0,48782,54403
2000,2107,,68.26664589,0,584630,
2000,2108,,80.68155692,0,443990,
2000,2109,79.86,66.94256031,0,1127856,19796
2000,2110,74.3,58.97598473,0,231526,1146
2000,2201,59.12,44.66370245,0,971337,691468
2000,2202,34.04,39.14600195,0,291642,175328
2000,2203,33.71,39.23854063,0,28090,302826
2000,2204,29.99,45.81517081,0,6099,1026361
2000,2205,75.64,53.84078787,0,202688,18089
2000,2206,30.07,46.93882716,0,0,620512
2000,2207,36.87,47.08413332,0,3753,152467
2000,2208,49.98,51.63308134,0,2147131,2195500
2000,2209,62.99,53.59164291,0,307040,107366
2000,2210,65.99,49.84181058,0,2312101,21123
2000,2211,42.07,50.18401842,0,207948,1104909
2000,2212,66.68,55.41771445,0,1088831,36158
2000,2213,66.83,60.23388126,0,408014,11926
2000,2214,90.58,88.59732874,0,554892,0
2000,2215,90.75,88.29455015,0,357453,0
2000,2216,72.74,55.0424624,0,1048787,0
2000,2301,42.46,49.10558698,0,372636,969598
2000,2302,49.97,42.832085,0,848795,900600
2000,2303,30.62,47.63144228,0,22824,747976
2000,2304,60.86,60.76668865,0,1090046,900795
2000,2305,75.22,69.01871717,0,467849,53641
2000,2306,50.78,48.95647075,0,2597244,1205449
2000,2307,70.12,42.10139887,0,207292,60721
2000,2308,72.45,52.87799915,0,852931,17476
2000,2401,29.05,38.7659904,0,0,1283515
2000,2402,67.58,60.02709478,0,409852,
2000,2403,26.03,33.0619255,0,,519957
2000,2404,59.36,44.87285587,0,1196099,579683
2000,2405,81.28,33.05112596,0,287750,0
2000,2501,77.73,79.62583682,0,679776,3787
2000,2502,43.4,44.16438375,0,858314,1015568
2000,2503,59.32,52.30486471,0,5580964,2319819
2000,2504,68.15,40.38395201,0,624593,11256
2000,2505,70.64,63.10899615,0,331907,10060
2000,2506,47.91,45.63738036,0,811060,1115338
2000,2507,24.46,36.0000442,0,0,1131303
2000,2508,29.46,39.7832824,0,0,794800
2000,2509,39.26,44.15498974,0,362876,1202235
2000,2601,47.33,36.34363802,0,1932099,2132364
2000,2701,31.91,37.90179917,0,107256,380036
2000,2702,32.06,40.33362138,0,345347,858465
2000,2703,16.1,25.89973757,0,12857,484797
2000,2801,53.91,56.28003562,0,2062803,1386081
2000,2802,31.66,42.93682866,0,0,320019
2000,2901,46.02,48.29849313,0,1055513,578633
2000,2902,41.97,50.40428928,0,872115,812727
2000,3001,78.27,66.08253837,0,444224,7162
2000,3002,32.47,56.25015546,0,75662,779831
2000,3003,41.81,55.21883663,0,2143518,1760625
2000,3004,35.69,53.99206894,0,115392,611785
2000,3005,31.76,46.37856072,0,70031,1005148
2000,3006,69.41,60.12235895,0,863186,37021
2000,3007,46.91,55.8766416,0,2028816,2412820
2000,3008,68.87,62.7189356,0,1081808,279545
2000,3009,69.38,65.3906993,0,880283,30099
2000,3010,87.83,86.08027327,0,347319,0
2000,3011,30.31,44.77032686,0,9161,557937
2000,3012,50.11,52.75193245,0,2595080,2196588
2000,3013,80.89,73.99006006,0,1713018,19822
2000,3101,46.21,51.21170644,0,1635633,2203322
2000,3102,41.89,44.2532354,0,292955,699299
2000,3103,67.18,54.37743341,0,376174,39120
2000,3201,42.25,55.13932728,0,357158,1565346
2000,3202,57.86,58.27410174,0,1055977,1017193
2000,3203,40.09,56.92004296,0,387966,455110
2000,3204,60.88,61.05490912,0,1923299,269062
2000,3205,69.27,64.09963585,0,686913,0
2000,3206,,89.0615639,0,313591,
2000,3207,76.08,73.68105007,0,657359,120776
2000,3208,84.74,81.90010398,0,450898,0
2000,3209,68.44,69.97403744,0,528367,1521320
2000,3210,94.63,92.78780557,0,1187226,0
2000,3211,93.02,92.35848684,0,549071,22690
2000,3212,89.57,86.15114676,0,392579,11078
2000,3213,34.41,54.5436837,0,39475,767582
2000,3214,76.51,75.76154358,0,760222,36949
2000,3215,94.66,93.6924379,0,2028905,410
2000,3216,96.32,93.90253238,0,210037,0
2000,3217,89.71,88.77665472,0,1299141,0
2000,3218,68.62,61.96351832,0,1055962,
2000,3219,37.11,52.35563878,0,374199,980892
2000,3220,41.03,59.8489319,0,431215,1177222
2000,3221,74.4,60.65963669,0,334030,12402
2000,3222,32.1,46.98131663,0,72122,807676
2000,3223,23.46,47.00978665,0,29583,808371
2000,3224,23.59,50.07545551,0,0,300643
2000,3225,29.82,55.59156057,0,0,580767
2000,3226,62.61,52.79031513,0,795829,176395
2000,3227,30.7,44.40903375,0,31441,832254
2000,3228,66.81,55.8016191,0,167851,0
2000,3229,61.26,54.87618014,0,487016,21595
2000,3230,32.88,62.87077738,0,221204,615608
2000,3231,22.66,44.47789242,0,330,851505
2000,3301,66.63,57.7126611,0,473756,6290
2000,3302,58.75,44.6362109,0,911578,281926
2000,3303,37.79,37.46330097,0,1176161,1266779
2000,3304,62.72,51.34652987,0,686476,41009
2000,3305,,37.14285714,0,,421060
2000,3306,,34.18196035,0,,301790
2000,3307,70.68,46.88281132,0,428263,0
2000,3308,44.43,43.65283514,0,816577,1942592
2000,3309,30.47,37.63075165,0,71375,987645
2000,3310,30.15,32.86094806,0,0,266557
2000,3311,43.35,39.9215838,0,1030634,1880039
2000,3312,66.08,62.00436906,0,361869,25254
2000,3401,54.3,35.27260343,0,1052831,448823
2000,3501,45.71,51.54768229,0,466189,1099555
2000,3502,23.89,32.65230989,0,12599,406952
2000,3503,,51.11094243,0,192835,0
2000,3504,30.08,35.83893609,0,29528,790624
2000,3505,26.78,40.86457278,0,0,245036
2000,3506,58.88,42.12337902,0,544415,224031
2000,3507,27.07,40.51405242,0,0,706884
2000,3508,26.94,34.80820335,0,31295,1007384
2000,3509,77.32,56.71971726,0,278688,86815
2000,3510,77.35,54.8594685,0,551404,5564
2000,3511,88.36,84.49198675,0,245018,0
2000,3512,45.33,47.37126214,0,1340688,2349872
2000,3513,66.86,48.11433018,0,789866,28276
2000,3514,67.62,56.19428676,0,515026,34102
2000,3515,29.24,45.82093895,0,4455,589675
2000,3516,27.87,44.06416835,0,0,166672
2000,3517,68.73,60.6047928,0,285165,173068
2000,3518,34.22,46.80158844,0,226429,887896
2000,3519,28.78,51.68448597,0,0,355206
2000,3601,29.69,37.60149406,0,24468,401666
2000,3602,56.77,46.62383556,0,1287378,998403
2000,3603,,43.01921968,0,,288397
2000,3604,32.47,37.99169263,0,57455,1827649
2000,3605,28.42,30.77346283,0,22801,520608
2000,3606,39.75,38.18707811,0,599785,700850
2000,3701,60.54,53.80628731,0,1500974,283345
2000,3702,26.19,36.68181926,0,0,523820
2000,3703,73.84,66.35968475,0,404807,90389
2000,3704,69,47.10688012,0,332814,36969
2000,3705,56.85,48.68562389,0,762764,197061
2000,3801,88.25,86.50995014,0,411375,1733
2000,3802,,89.27430375,0,296851,0
2000,3803,68.75,67.82127091,0,474626,106908
2000,3804,40.99,48.31803904,0,694846,1724048
2000,3805,,39.3647895,0,,413790
2000,3806,66.29,45.26523904,0,417147,30913
2000,3807,35.19,51.35229467,0,22578,618319
2000,3808,39.5,51.98460771,0,150269,889821
2000,3809,,33.21484574,0,,1150318
2000,3810,47.42,48.31173116,0,1619801,2751597
2000,3811,66.42,51.37676029,0,271258,18760
2000,3812,72.01,46.18790133,0,968531,8310
2000,3813,53.58,55.75225376,0,1772923,1488942
2000,3814,,64.14148216,0,142754,
2000,3815,46.75,51.15559104,0,774388,1025795
2000,3816,33.05,39.82522815,0,9809,366418
2000,3817,28.48,38.05556028,0,23301,206666
2000,3818,69.41,58.2126981,0,455391,7729
2000,3819,26.73,36.71827845,0,36209,0
2000,3820,64.38,52.20939783,0,509444,
2000,3821,39.17,49.52962001,0,573378,1219501
2000,3901,66.74,66.81508485,0,1263102,8902
2000,3902,81.59,64.2658783,0,1091752,321183
2000,4001,37.18,38.67140857,0,485733,606776
2000,4002,41.76,40.52894035,0,406753,618718
2000,4003,30.91,35.55333256,0,57232,750013
2000,4004,,34.02024286,0,,303967
2000,4005,59.81,42.47569307,0,1136157,342397
2000,4006,73.41,63.72718026,0,449439,39945
2000,4101,25.31,38.38528743,0,119538,953757
2000,4201,,37.8704653,0,,92463
2000,4202,,39.77178002,0,,342829
2000,4203,35.15,45.49384377,0,232095,737216
2000,4204,33.45,46.45372547,0,717105,1355924
2000,4205,74.76,58.77054435,0,715189,0
2000,4206,63.47,45.50398156,0,1135811,174937
2000,4207,29.5,41.4908814,0,12101,727131
2000,4208,72.27,49.83123437,0,628803,3658
2000,4209,,75.46795267,0,591088,
2000,4301,56.25,36.01914135,0,1628926,247969
2000,4302,,37.82949396,0,138491,
2000,4303,26.39,30.21814361,0,6702,892324
2000,4304,61.44,27.84976134,0,739496,136484
2000,4305,45.12,41.92374359,0,1636875,1826456
2000,4306,,29.03908744,0,,944244
2000,4307,24.83,27.18872991,0,15622,1085071
2000,4308,,22.43190824,0,,370246
2000,4309,59.89,45.05538964,0,1373927,104570
2000,4310,,48.0912803,0,232268,
2000,4311,55.29,33.64777744,0,1281637,558727
2000,4312,36.48,40.55307723,0,83280,671838
2000,4313,31.53,31.13188144,0,306776,741039
2000,4314,40.29,35.21941782,0,1145842,2353816
2000,4315,,54.77095381,0,470513,
2000,4316,69.36,59.53813458,0,406530,30621
2000,4317,62.46,28.53096796,0,871201,89888
2000,4318,77.54,72.97271789,0,409631,20272
2000,4319,,19.6871312,0,,556470
2000,4320,,56.22032942,0,619173,
2000,4321,22.61,24.8708165,0,0,543754
2000,4322,37.46,36.43564973,0,6597,1298995
2000,4323,39.54,42.21837381,0,646492,1050250
2000,4324,62.75,51.69986305,0,1983181,225579
2000,4325,60.94,51.03525687,0,1354444,3247033
2000,4326,26.1,27.56822197,0,8040,1323416
2000,4327,65.13,50.29920048,0,443821,39068
2000,4328,,57.19930273,0,294228,
2000,4329,74.09,60.90898081,0,626951,50896
2000,4330,,70.97657121,0,243072,
2000,4401,28.29,23.61327532,0,75137,338572
2000,4402,57.52,37.2700691,0,1305202,1681135
2000,4403,38.92,24.13909388,0,378565,340723
2000,4501,,55.4403509,0,,
2000,4601,39.16,40.37157661,0,152592,407945
2000,4602,48,45.75880384,0,1157345,1097074
2000,4603,,67.26186716,0,250417,
2000,4604,,49.89860621,0,56828,
2000,4605,,41.69284301,0,38455,
2000,4606,,39.7988806,0,,395342
2000,4607,33.01,35.94382462,0,70430,1500482
2000,4608,65.04,57.84088932,0,1203058,210573
2000,4609,69.85,43.75863347,0,676127,33501
2000,4610,,40.16620931,0,,465729
2000,4611,35.69,51.1775542,0,72833,1515583
2000,4701,56.12,56.29408401,0,2009131,1462965
2000,4702,52.13,51.04899736,0,1579101,1092585
2000,4703,58.12,49.54906296,0,1368592,487812
2000,4704,37.94,35.22770636,0,433054,766774
2000,4705,40.42,42.0365184,0,651225,1749203
2000,4706,67.54,53.98474726,0,596375,117547
2000,4707,,78.28258633,0,322022,
2000,4708,36.41,51.20734036,0,377825,1731507
2000,4709,63.83,56.02108593,0,1046195,634816
2000,4801,,44.27247285,0,335864,
2000,4802,48.64,44.90330388,0,6969933,1288226
2000,4803,,51.87088947,0,354164,
2000,4901,33.35,50.87908802,0,13379,1059963
2000,4902,51.4,61.42829198,0,1680093,647530
2000,4903,63.97,51.5490885,0,565712,124818
2000,4904,61.64,47.42287716,0,632355,47119
2000,4905,77.91,67.99408003,0,221766,16339
2000,4906,34.91,44.908948,0,213059,703496
2000,4907,63.31,50.74018573,0,1085618,192479
2000,4908,25.29,45.82350918,0,13904,771744
2000,4909,25.9,34.87798454,0,5414,464515
2000,5001,29.95,29.01769436,0,0,640700
2002,101,38.44165,38.25911,1,471233,1713019
2002,102,30.04147,38.29145,1,0,847208
2002,103,48.93065,47.43202,1,993789,1638145
2002,104,,37.98995,1,,662595
2002,105,74.78445,44.74747,1,688035,13593
2002,106,,25.27806,1,,747977
2002,107,,66.90141,1,1441878,
2002,201,18.82732,32.10162,0,980,1378269
2002,301,48.11795,47.35751,1,606443,1557104
2002,302,37.88743,41.87947,1,40206,555648
2002,303,31.03078,43.8723,1,11694,814518
2002,304,70.7765,64.46962,1,673771,3112
2002,305,37.21173,44.57084,1,351955,1482389
2002,306,32.37476,37.85714,1,22076,265350
2002,307,61.42184,60.70686,1,544081,131282
2002,308,34.65906,47.96663,1,291838,865996
2002,401,66.8362,50.87179,1,1315408,142244
2002,402,,49.2276,1,440566,
2002,403,,38.46949,1,,651062
2002,404,60.56232,50.41068,1,2050221,2029545
2002,501,66.39535,57.17415,1,1037041,85419
2002,502,30.78093,35.28184,1,9422,719053
2002,503,35.61954,43.00518,1,63747,659095
2002,504,33.04973,37.78706,1,7548,979438
2002,505,73.13684,63.30179,1,867314,5692
2002,506,69.00266,67.24138,1,803235,10187
2002,507,72.68471,68.38843,1,402021,0
2002,508,86.41444,83.89554,1,966946,22767
2002,509,84.25106,85.41894,1,911962,0
2002,510,,57.20207,1,860031,
2002,511,39.73222,45.79918,1,595298,1078001
2002,512,73.36589,70.05235,1,937721,0
2002,513,76.3127,69.35818,1,438055,51307
2002,514,70.76067,64.66877,1,863431,45158
2002,515,67.94473,62.48705,1,840384,30470
2002,516,69.23482,65.74075,1,524128,1826
2002,517,71.60851,64.49198,1,565220,1532
2002,518,54.14733,54.4898,1,1648539,1038788
2002,519,30.96343,40.26777,1,0,646981
2002,520,64.79073,55.6231,1,642724,503230
2002,521,27.15531,37.745,1,19827,1213821
2002,522,24.47094,34.18628,1,9158,1591853
2002,523,60.3975,56.97551,1,1461132,1844444
2002,524,32.76067,44.45596,1,0,427481
2002,525,32.36639,42.97436,1,6995,757816
2002,526,34.44246,45.15464,1,64363,637925
2002,527,61.94182,62.42236,1,713658,20104
2002,528,75.51356,75.30992,1,758236,8953
2002,529,65.15589,60.12461,1,712072,0
2002,530,70.31342,70.96774,1,509413,0
2002,531,81.14227,80.41666,1,441254,0
2002,532,71.45491,68.13074,1,450512,
2002,533,85.37859,86.02484,1,1585354,0
2002,534,74.01901,73.72709,1,447694,0
2002,535,79.92838,82.84264,1,261584,75114
2002,536,63.60556,59.64546,1,1206046,158318
2002,537,75.83805,77.94872,1,244632,14093
2002,538,73.04727,71.53061,1,283868,0
2002,539,57.23737,63.72,1,1074253,218239
2002,540,30.30873,41.97531,1,10452,837906
2002,541,30.53519,42.15384,1,0,645070
2002,542,30.14091,39.77505,1,0,443707
2002,543,68.55108,65.03568,1,511550,6379
2002,544,33.49706,45.22097,1,0,643408
2002,545,33.40546,47.64826,1,312357,582769
2002,546,35.87949,43.21244,1,228084,379993
2002,547,63.56553,57.60981,1,1290368,80052
2002,548,29.32827,40.5961,1,10030,736225
2002,549,,39.83573,1,0,326416
2002,550,33.46999,44.08714,1,6385,770722
2002,551,59.54625,58.38446,1,905137,113569
2002,552,26.86671,40.80579,1,0,761970
2002,553,62.20951,60.52632,1,582445,742535
2002,601,69.13157,64.92843,1,787840,114832
2002,602,62.04111,55.03144,1,776268,34430
2002,603,32.21279,42.07188,1,0,567940
2002,604,43.13313,38.87734,1,959962,1249564
2002,605,26.24392,32.99799,1,0,100786
2002,606,30.98776,38.06122,1,6476,475451
2002,607,49.96299,50.45592,1,1147759,1827256
2002,701,66.79262,64.95278,1,565782,0
2002,702,45.90987,57.70457,1,1233222,1861492
2002,703,68.94347,63.59788,1,686768,81050
2002,704,35.56931,55.18672,1,110699,919160
2002,705,44.36698,54.67929,1,2075621,3752161
2002,801,27.04197,56.75954,0,13202,760161
2002,901,25.40089,31.07692,1,13951,956353
2002,902,66.90321,47.33606,1,556507,35916
2002,903,59.28731,65.27068,1,438810,300103
2002,904,,34.18367,1,,311183
2002,905,49.11577,45.93203,1,1904679,922924
2002,906,34.64472,41.81256,1,56742,332419
2002,907,40.42231,46.16172,1,4659352,1756115
2002,908,34.86308,46.27171,1,215992,1058030
2002,909,28.53387,45.88477,1,307568,816932
2002,910,,50.7772,1,,487592
2002,911,,60.96807,1,385272,
2002,912,,45.20408,1,,392750
2002,913,45.21075,45.56701,1,330035,3298146
2002,914,,38.62705,1,,90189
2002,915,36.84887,46.3039,1,51697,721859
2002,916,,46.8782,1,,902644
2002,917,,84.74747,1,187507,
2002,918,29.27769,43.235,1,0,446561
2002,919,72.15916,72.65306,1,650528,25784
2002,920,,68.8708,1,683827,
2002,921,,42.1638,1,,404300
2002,922,38.69281,52.45901,1,1138358,1968153
2002,923,77.49109,79.6748,1,325685,13501
2002,924,38.16177,46.57814,1,3989408,1853423
2002,925,35.35252,44.88348,1,155450,999322
2002,1001,27.85638,35.50652,1,21768,819954
2002,1002,,48.998,1,306022,0
2002,1003,50.51186,47.59036,1,1006764,2014777
2002,1004,77.02924,70.71429,1,1937561,70505
2002,1005,,71.03658,1,537597,
2002,1006,20.12612,30.84016,1,0,541913
2002,1007,21.07869,27.96698,1,,2214190
2002,1008,21.66913,29.90844,1,0,781503
2002,1009,27.15743,32.22222,1,17068,1143213
2002,1010,,28.78942,1,,307161
2002,1011,48.35607,47.82609,1,4215536,1819423
2002,1012,44.80885,54.27136,1,1120201,925706
2002,1013,59.62646,58.01839,1,1505191,639841
2002,1101,74.51572,58.68644,1,673054,0
2002,1102,58.41689,60.99675,1,320130,85813
2002,1201,39.93244,29.17104,1,476354,997441
2002,1202,29.87423,29.15789,1,12467,320236
2002,1301,83.35085,53.08642,1,299460,0
2002,1302,82.30151,74.77111,1,749704,9249
2002,1303,,52.84974,1,419270,
2002,1304,84.05083,65.64417,1,805574,0
2002,1305,69.83517,56.80412,1,2971514,213766
2002,1306,34.90959,45.05155,1,0,839199
2002,1307,84.51104,76.54958,1,215233,48150
2002,1308,42.57117,42.84243,1,320956,830918
2002,1309,72.36519,63.36429,1,864506,32750
2002,1310,31.19132,51.89355,1,473270,1436006
2002,1311,35.68014,48.9712,1,30233,1675586
2002,1312,69.24535,55.34979,1,466184,0
2002,1313,29.74045,43.26824,1,0,464054
2002,1314,25.86325,43.85965,1,17638,2970554
2002,1315,32.26214,43.93782,1,0,398949
2002,1316,29.38563,44.31818,1,45808,1075451
2002,1317,62.41921,55.20082,1,774108,45275
2002,1318,,44.61538,1, ,1051220
2002,1319,45.20622,42.40247,1,1278758,2144611
2002,1401,68.3352,57.44681,1,752710,11279
2002,1402,47.56582,45.38071,1,1535962,1697816
2002,1403,35.30246,33.33333,1,131458,518717
2002,1404,26.81439,32.14649,1,21634,924869
2002,1405,25.91673,30.1217,1,26102,844159
2002,1406,35.03486,40.22403,1,342987,1214879
2002,1407,54.61697,56.57492,1,1095367,1105370
2002,1408,47.28605,42.35056,1,395840,573220
2002,1409,52.57993,42.49493,1,1144666,1626646
2002,1501,42.73153,53.81443,1,1020908,1674759
2002,1502,46.70695,55.54393,1,1342801,780586
2002,1503,54.25155,50.30801,1,1316037,895163
2002,1504,44.02417,49.58678,1,1258631,1546043
2002,1505,37.80847,41.13402,1,91855,661582
2002,1601,,29.83193,1,,393078
2002,1602,38.30872,42.78188,1,38926,431532
2002,1603,51.69337,44.33962,1,1871348,1050226
2002,1604,37.91636,38.4535,1,686952,1132104
2002,1701,34.74533,40.72581,1,562381,828894
2002,1702,29.52343,37.18338,1,0,505084
2002,1703,48.38873,51.32653,1,1540362,3147364
2002,1704,51.80756,37.85714,1,1451062,1451062
2002,1705,21.70563,42.52525,1,0,480850
2002,1706,,43.01848,1,,1225765
2002,1801,,32.10257,1,,1703084
2002,1802,85.39953,77.2449,1,1049231,
2002,1803,,46.99793,1,,1566897
2002,1804,26.97004,45.68789,1,157097,1117836
2002,1805,,42.02898,1,,1554778
2002,1806,,44.45585,1,,790953
2002,1807,,43.97528,1,525754,
