year,stcd,dv,dpres,redist ,dexp ,rexp
2006,2101,,64.06293738,0,670481,
2006,2102,,59.93407464,0,552127,
2006,2103,,59.70987199,0,705491,
2006,2104,,66.11916199,0,1159692,
2006,2105,,57.97226054,0,452780,
2006,2106,69.71744803,58.59298898,0,497514,65688
2006,2107,,66.5956112,0,913564,
2006,2108,,80.45173537,0,626795,
2006,2109,78.24175418,63.84018864,0,868163,138092
2006,2110,68.65586951,56.20950996,0,974422,107734
2006,2201,71.26670116,46.06633918,0,833135,5362
2006,2202,32.20895257,39.31584594,0,9622,676667
2006,2203,35.4058357,40.32596774,0,24122,458540
2006,2204,38.51694769,44.56721127,0,62030,1111769
2006,2205,74.29049752,59.17831286,0,593816,638
2006,2206,38.50144741,46.64685042,0,145039,972296
2006,2207,47.9399012,45.25035415,0,55794,1225137
2006,2208,43.71205395,45.74480456,0,552220,1863914
2006,2209,47.26491611,49.15360962,0,403726,3105161
2006,2210,32.10823435,43.19106198,0,14077,692651
2006,2211,44.29831024,47.15441312,0,134142,875708
2006,2212,72.88338675,60.71444228,0,742094,0
2006,2213,,80.72602259,0,551497,
2006,2214,85.29620357,82.5716601,0,913514,6963
2006,2215,,61.78016734,0,1400145,
2006,2301,52.81112661,48.16476149,0,1281136,1723707
2006,2302,41.60872924,45.46755188,0,690132,1478465
2006,2303,35.07595423,48.53296271,0,67861,1424365
2006,2304,69.70468989,62.49376483,0,611908,75617
2006,2305,72.24821185,71.89800584,0,786127,198621
2006,2306,45.67085261,42.73180406,0,3179222,2694789
2006,2307,70.6145727,43.70692206,0,645285,41375
2006,2308,64.90679102,53.31630733,0,1422123,546121
2006,2401,34.1,37.23321135,0,16398,746938
2006,2402,64.27434673,59.48362891,0,1393496,122769
2006,2403,,34.35905381,0,,726303
2006,2404,79.78837348,31.28887919,0,320183,0
2006,2501,74.72224715,75.19731423,0,464665,72558
2006,2502,37.36039816,39.90087918,0,0,698050
2006,2503,67.41578771,56.92828804,0,1184962,8300
2006,2504,69.69946228,35.42619313,0,1044003,21027
2006,2505,66.54236211,59.58942049,0,617748,31796
2006,2506,36.69968409,42.49024707,0,130313,1215978
2006,2507,31.0841248,32.51433961,0,0,3301391
2006,2508,26.93090525,36.0596852,0,59493,1129359
2006,2509,36.88536733,40.9282507,0,253380,1363653
2006,2601,39.92463069,39.49992382,0,512425,1132530
2006,2701,41.64436407,36.18079504,0,994032,1134332
2006,2702,45.33709934,39.00294541,0,420010,998578
2006,2703,45.00781201,24.05845441,0,975392,1242661
2006,2801,67.51123533,57.49172793,0,1674409,96534
2006,2802,47.16474042,41.73200141,0,1594051,1674281
2006,2803,49.00969111,49.32168501,0,1501465,3036311
2006,2901,51.31588335,48.82975668,0,291663,1062132
2006,2902,53.61261346,52.53241059,0,1638729,1237271
2006,3001,,60.5927077,0,1450582,
2006,3002,36.6212028,49.58452415,0,26903,1648220
2006,3003,41.26715611,48.74147627,0,161186,1314846
2006,3004,33.56956459,43.77847868,0,94172,471992
2006,3005,44.38642168,42.61216797,0,554555,1081990
2006,3006,69.37194873,56.77135451,0,874194,15289
2006,3007,49.24040381,46.85880567,0,1932510,3043589
2006,3008,71.4150826,58.87659539,0,1098407,234505
2006,3009,72.14036475,58.84196916,0,912808,52114
2006,3010,,82.06168315,0,495562,
2006,3011,37.11439957,42.03043671,0,12107,1187427
2006,3012,65.69796363,54.49035269,0,1055244,2272
2006,3013,80.02113508,68.94592455,0,1884679,0
2006,3101,49.79607884,51.63868433,0,3386200,4906596
2006,3102,40.52870508,41.68787535,0,183160,1349394
2006,3103,74.6423217,54.07201012,0,396860,23572
2006,3201,62.23462621,49.65993721,0,1065866,321495
2006,3202,70.42438189,53.80071022,0,1167026,0
2006,3203,43.95914772,47.59869208,0,908135,2075502
2006,3204,64.91641759,55.20000863,0,1368799,112122
2006,3205,,63.21351294,0,844526,
2006,3206,,84.95655043,0,935949,
2006,3207,83.96683155,74.43959293,0,1505477,0
2006,3208,86.17456272,72.89861878,0,764960,0
2006,3209,,56.12170658,0,837956,
2006,3210,93.92740477,86.80586267,0,1339964,0
2006,3211,92.22497155,86.83673161,0,622247,0
2006,3212,89.74424881,81.28168741,0,698615,0
2006,3213,43.20202939,44.90420957,0,132454,1639598
2006,3214,84.4797988,75.21433151,0,1030382,82425
2006,3215,94.03482101,90.64158518,0,2047116,0
2006,3216,95.3144371,89.80776531,0,314380,0
2006,3217,76.44705037,66.95509854,0,945640,3359
2006,3218,70.71813142,57.80116276,0,1555658,65824
2006,3219,51.21752832,45.75088551,0,1629865,2519164
2006,3220,53.09983794,46.03638829,0,2595659,3425841
2006,3221,78.18955383,56.05812843,0,562751,0
2006,3222,,54.41297113,0,685751,
2006,3223,36.85296779,47.87132367,0,160193,744416
2006,3224,54.51861425,46.95390126,0,2197558,1586397
2006,3225,49.2149628,51.29234394,0,918270,1787552
2006,3226,48.01518763,43.83449445,0,2386358,5275474
2006,3227,79.27208293,54.47259575,0,854559,0
2006,3228,73.16954608,63.66799244,0,675787,24468
2006,3229,48.53653922,42.66460954,0,1501716,1475289
2006,3301,,57.49123917,0,359758,
2006,3302,66.52509593,45.69986279,0,918522,61689
2006,3303,31.35531843,32.024358,0,58650,674917
2006,3304,64.98961411,55.51687561,0,800298,53697
2006,3305,42.84270418,33.40166292,0,97747,797491
2006,3306,29.17227324,30.28584117,0,14004,552271
2006,3307,72.7985982,43.87616644,0,1006381,41222
2006,3308,49.86463468,45.5049743,0,803841,2475169
2006,3309,33.47281121,36.41465147,0,11692,1262588
2006,3310,38.19991732,32.86406363,0,22724,1339776
2006,3311,53.7944334,42.77533173,0,1804365,4425482
2006,3312,67.00822752,62.76397581,0,535743,446779
2006,3313,63.71395319,52.60309232,0,1766708,2207519
2006,3401,65.68024226,36.09064585,0,1378061,79554
2006,3501,47.75145355,49.45942093,0,2021495,2991572
2006,3502,49.47056671,36.03415319,0,1041185,2078564
2006,3503,41.46312458,45.51712338,0,417577,1112107
2006,3504,40.01089385,34.54746174,0,161767,1348197
2006,3505,43.15348336,38.70582625,0,115664,723408
2006,3506,62.07912997,49.19109228,0,1800909,1066716
2006,3507,39.37919271,42.82940397,0,17119,2157850
2006,3508,36.19529797,35.43751762,0,0,2952525
2006,3509,73.62714654,58.35124505,0,495351,0
2006,3510,66.41089501,58.33419372,0,622699,70343
2006,3511,83.4445556,81.93078274,0,781721,0
2006,3512,42.69756448,49.11432988,0,1639175,2985858
2006,3513,61.21970924,55.74219486,0,1278960,650595
2006,3514,40.42353467,47.25489675,0,227286,1446269
2006,3515,49.76063311,49.63460948,0,2749231,4696772
2006,3516,41.66135028,45.98664471,0,0,1016885
2006,3517,80.25144375,62.80305403,0,642773,0
2006,3518,62.05978794,42.68734014,0,1611369,851149
2006,3601,32.66683559,34.6222686,0,40223,767488
2006,3602,72.73554171,40.61842606,0,1000638,0
2006,3603,32.53526247,28.285683,0,26556,507637
2006,3604,35.38824635,33.01531897,0,31091,1059124
2006,3605,38.18497523,35.86900109,0,400837,1629550
2006,3701,65.07896263,55.34899386,0,1130617,144469
2006,3702,31.24240094,38.3102349,0,65266,1399112
2006,3703,75.79226462,67.14662554,0,676028,0
2006,3704,62.34018612,50.15794194,0,753011,473235
2006,3705,55.79904099,49.36917691,0,2030646,1798733
2006,3801,,84.55973158,0,564660,
2006,3802,90.55951692,87.56155731,0,688698,0
2006,3803,43.95383066,46.73190398,0,233034,1390914
2006,3804,51.9295302,45.32036178,0,1091584,2235952
2006,3805,39.90771576,38.9062142,0,0,668336
2006,3806,49.33978965,51.6658695,0,4097663,3492402
2006,3807,56.37989662,53.06443119,0,3025719,2940608
2006,3808,50.30385037,51.71937227,0,2410530,3174384
2006,3809,39.67031927,32.68590272,0,60019,1168741
2006,3810,52.94575843,39.78921999,0,1530004,2334743
2006,3811,72.47010082,52.82933254,0,652549,9882
2006,3812,60.79848733,51.45147993,0,3254226,852811
2006,3813,66.1258189,56.43866787,0,2248091,477960
2006,3814,,69.95563902,0,829745,
2006,3815,44.80942503,50.12053714,0,88920,1284757
2006,3816,41.14545196,38.23454901,0,320016,579161
2006,3817,64.52648702,41.87106218,0,649165,12463
2006,3818,42.15899956,45.68159649,0,81321,1482467
2006,3819,34.36770334,35.74915874,0,174531,374579
2006,3901,74.9,62.87938675,0,2155761,9542
2006,3902,,58.39440933,0,829178,
2006,4001,38.74296237,38.84639064,0,79774,606499
2006,4002,37.31712939,39.58966434,0,0,848938
2006,4003,37.11703509,33.93318503,0,27891,857922
2006,4004,33.22295614,34.33146749,0,53481,397946
2006,4005,56.92411375,42.30364211,0,2665535,1431802
2006,4006,65.33045621,60.83589399,0,988405,3155
2006,4101,70.19358454,39.0867092,0,1332097,147967
2006,4201,37.69281204,31.60231491,0,77838,518037
2006,4202,22.27637047,35.03968727,0,0,569762
2006,4203,34.31383874,38.49219179,0,19588,1439487
2006,4204,66.44601456,41.55090271,0,810397,0
2006,4205,71.2074429,52.11205605,0,732657,0
2006,4206,68.12431054,39.91851387,0,939722,0
2006,4207,32.51350501,33.67330544,0,67214,855416
2006,4208,73.18381498,46.93424679,0,804767,0
2006,4209,76.9232487,69.85751343,0,619935,227222
2006,4301,30.78615976,30.58501739,0,0,955344
2006,4302,33.25219444,36.66644287,0,14945,787878
2006,4303,35.83371317,33.17076529,0,40491,974859
2006,4304,34.17010255,29.63912544,0,63897,942635
2006,4305,36.55717369,32.72653993,0,19753,1129059
2006,4306,38.01113988,33.51626873,0,26993,2351932
2006,4307,39.37814346,35.65071465,0,122145,734383
2006,4308,32.72230641,27.52585225,0,0,527711
2006,4309,,69.98944522,0,392972,
2006,4310,42.22216967,38.10006903,0,64633,1111980
2006,4311,,21.63971415,0,,737564
2006,4312,31.70909495,32.99346427,0,13708,1350752
2006,4313,23.63545176,22.23480319,0,27384,551841
2006,4314,39.81212813,32.81854506,0,552798,1469488
2006,4315,,48.65,1,497420,
2006,4316,,56.49574419,0,681551,
2006,4317,59.04609884,30.1394738,0,3138215,2515527
2006,4318,80.03495824,71.96621202,0,502818,0
2006,4319,30.54059402,22.53367248,0,88830,1203930
2006,4320,,55.07199252,0,694162,
2006,4321,,34.2,1,352243,1632039
2006,4322,55.34809282,35.62952264,0,3578097,912977
2006,4323,54.28461964,42.74,1,963647,3821285
2006,4324,38.31579722,34.90287553,0,10135,554709
2006,4325,71.89082061,53.71,1,570699,7074
2006,4326,38.21299757,35.378273,0,16612,942669
2006,4327,59.33114077,45.0396033,0,712499,102878
2006,4328,,46.01,1,1674231,
2006,4329,75.06714323,55.65032379,0,703804,27434
2006,4330,82.0056856,75.0926825,0,410117,73614
2006,4331,39.8863471,33.45243307,0,207294,908827
2006,4332,42.24440314,40.35480435,0,460074,1762182
2006,4401,32.1,25.53228792,0,60103,262727
2006,4402,61.3,32.23238896,0,1624165,834661
2006,4403,35.8,20.99379566,0,69753,1159603
2006,4501,54.43703813,60.30100214,0,1737958,1132968
2006,4601,36.04137404,39.45235677,0,89531,636419
2006,4602,48.58812356,41.85714933,0,1703424,2348983
2006,4603,,66.66064079,0,307323,
2006,4604,,42.88597342,0,,566651
2006,4605,40.3147792,43.47516112,0,577982,1064515
2006,4606,,36.21288181,0,,1029538
2006,4607,35.01460828,38.55323834,0,108061,3499247
2006,4608,67.67901061,64.50311922,0,1054506,115167
2006,4609,67.80932564,39.78476108,0,1249993,69980
2006,4610,41.67784895,44.43987059,0,1573523,1793567
2006,4611,44.00010301,49.68000275,0,360563,3301041
2006,4701,67.71680231,56.97600327,0,929507,43036
2006,4702,64.16170331,51.96103689,0,1550524,698209
2006,4703,63.12344407,49.04996503,0,735464,147274
2006,4704,40.06968279,35.97664471,0,293969,621673
2006,4705,43.60490381,41.76462281,0,1198156,1931501
2006,4706,70.59910302,54.19451494,0,995770,0
2006,4707,83.46763346,80.41822018,0,496250,22032
2006,4708,48.5398774,51.3457958,0,3048902,3051918
2006,4709,65.72327739,53.6761419,0,642299,42875
2006,4801,64.33251329,41.83038968,0,1726707,729046
2006,4802,42.81808239,42.6735804,0,626876,2349741
2006,4803,69.36194486,46.39883631,0,648642,44188
2006,4901,37.24934943,46.25360739,0,20581,1316881
2006,4902,62.87640139,62.35458341,0,1617301,985933
2006,4903,64.85020548,51.87906028,0,780394,247922
2006,4904,71.50626762,70.00886124,0,668855,19723
2006,4905,36.6146783,36.39908504,0,353166,831766
2006,4906,,42.9373223,0,,913108
2006,4907,64.00036368,50.70033613,0,1400325,211609
2006,4908,51.07290254,44.59703422,0,3187330,2831522
2006,5001,49.7274588,29.68729683,0,940182,1268578
2008,101,,38.38383838,0,,736705
2008,102,50.31190538,37,0,1193166,2444627
2008,103,45.90049585,43.43434343,0,1089890,2056912
2008,104,25.14173306,22.44897959,0,22701,688864
2008,105,51.80115038,38.38383838,0,1786989,1276538
2008,106,,25.25252525,0,,1414799
2008,107,,71,0,820467,
2008,201,47.28373892,39.17525773,0,1634984,3213537
2008,301,58.6308639,44.89795918,0,1997089,675723
2008,302,38.46902994,38.38383838,0,37187,442232
2008,303,43.75545719,42.85714286,0,1813648,2911880
2008,304,77.24181273,66.66666667,0,815864,0
2008,305,54.95357635,47.47474747,0,2324598,1416883
2008,306,35.63058768,38.38383838,0,4478,845005
2008,307,65.86375173,57.57575758,0,720896,0
2008,308,56.1021544,46.93877551,0,2775313,1932103
2008,401,,39.17525773,0,848992,
2008,402,,44.89795918,0,307060,
2008,403,,34.02061856,0,,325926
2008,404,,40.20618557,0,1722151,
2008,501,74.45918732,67.34693878,0,1391605,0
2008,502,42.10500218,43.87755102,0,33371,1256602
2008,503,47.0256821,50.01,0,731513,1325036
2008,504,49.75661204,44.89795918,0,2598080,3532595
2008,505,78.11970853,71.42857143,0,889113,3605
2008,506,74.87391808,77.55102041,0,686383,49657
2008,507,76.96553339,73.46938776,0,948684,13167
2008,508,88.12862732,87.62886598,0,2727177,637731
2008,509,89.87443197,89.79591837,0,1048228,5000
2008,510,67.66067236,66.32653061,0,1049777,104128
2008,511,55.27479469,55.10204082,0,2957100,1406404
2008,512,80.27312775,75.51020408,0,893615,103889
2008,513,76.43029925,75.51020408,0,659570,0
2008,514,75.84402438,74.48979592,0,1476279,0
2008,515,75.49786723,69.3877551,0,833894,0
2008,516,74.78098836,70.70707071,0,592974,0
2008,517,74.1002176,73.46938776,0,775793,41568
2008,518,,60.20408163,0,962057,
2008,519,,46.93877551,0,,712277
2008,520,74.33455063,60.60606061,0,922364,14112
2008,521,31.6073684,42.85714286,0,33825,734226
2008,522,,38.7755102,0,,709687
2008,523,68.07433237,67.34693878,0,957695,61178
2008,524,41.84608001,51.51515152,0,11927,737060
2008,525,42.27200715,50.51546392,0,10486,903400
2008,526,43.44953228,52.04081633,0,1334178,2919351
2008,527,73.3962872,67.34693878,0,565838,32645
2008,528,,77.55102041,0,1287898,
2008,529,72.04533695,69.3877551,0,909396,76097
2008,530,,71.42857143,0,745084,
2008,531,,81.63265306,0,1396520,
2008,532,,69.3877551,0,659981,
2008,533,87.56863113,87.87878788,0,229692,5773
2008,534,77.09460041,76.53061224,0,594045,1849
2008,535,86.18495887,85.71428571,0,831990,13282
2008,536,68.64438243,65.30612245,0,687693,8988
2008,537,75.43361897,80.80808081,0,1075767,0
2008,538,,72.44897959,0,385568,
2008,539,69.67389975,67.01030928,0,439587,18479
2008,540,37.45095924,47.95918367,0,0,1172942
2008,541,38.3509857,44.89795918,0,123655,1192618
2008,542,39.84193716,45.91836735,0,347351,325244
2008,543,69.14371116,69.3877551,0,885963,64941
2008,544,48.80883436,50.50505051,0,191461,1150432
2008,545,41.70899201,52.52525253,0,487826,1622511
2008,546,45.06305256,48.97959184,0,481660,741821
2008,547,73.20603529,61.2244898,0,1258594,52639
2008,548,42.24061643,50.01,0,268129,776452
2008,549,39.11594442,45.91836735,0,63217,950631
2008,550,47.34787071,52.04081633,0,1298665,1456454
2008,551,75.03111939,64.28571429,0,927615,0
2008,552,40.8613743,45.91836735,0,482063,1280755
2008,553,71.3868471,69.3877551,0,455081,23617
2008,601,75.15861306,75.51020408,0,925776,14060
2008,602,64.89935634,65.30612245,0,7323502,90252
2008,603,61.61251541,48.97959184,0,901272,21669
2008,604,56.19707537,49.49494949,0,2897153,2876753
2008,605,38.15795249,40.4040404,0,240798,593495
2008,606,39.3307635,46.93877551,0,270609,1325282
2008,607,63.48171074,60.20408163,0,1276238,37121
2008,701,71.67527169,66.66666667,0,1382176,15816
2008,702,65.55057024,59.18367347,0,1792920,395207
2008,703,77.75419224,63.26530612,0,1098930,0
2008,704,50.42049433,60,0,3909937,3828300
2008,705,57.75084918,57.14285714,0,3056641,1330995
2008,801,38.34645731,62.62626263,0,27788,1808076
2008,901,29.81596832,32.32323232,0,18358,458359
2008,902,61.90720943,45.45454545,0,962421,33430
2008,903,,71.71717172,0,562421,
2008,904,34.74531362,37.37373737,0,159933,613601
2008,905,38.84538041,43.43434343,0,37220,563685
2008,906,39.1124849,43.43434343,0,249754,789774
2008,907,37.99663907,46.46464646,0,34241,1031911
2008,908,52.01056736,52.52525253,0,3208028,1774992
2008,909,36.84233547,47.47474747,0,394756,1542347
2008,910,39.3179532,52.52525253,0,155590,969224
2008,911,71.65581421,66.66666667,0,662366,57655
2008,912,42.53735731,49.49494949,0,121851,2054571
2008,913,40.30010311,47.47474747,0,2434002,4345554
2008,914,29.41305878,42.42424242,0,15252,1008108
2008,915,44.15870875,48.48484848,0,113372,909257
2008,916,39.90671359,47.47474747,0,3116460,1819259
2008,917,,87.87878788,0,1311327,
2008,918,42.13030219,51,0,1177003,2838976
2008,919,70.83604481,65.65656566,0,2372548,61352
2008,920,,63.63636364,0,1475441,
2008,921,42.09922279,49,0,1881108,3390478
2008,922,54.68016627,52,0,2372293,555543
2008,923,82.19826315,83,0,671962,50970
2008,924,58.18139762,49,0,2083810,2002969
2008,925,46.94561653,49.49494949,0,1787834,2583098
2008,1001,33.47514204,37.37373737,1,136150,873385
2008,1002,68.94875633,54.54545455,1,1034540,10
2008,1003,34.30461527,35.35353535,1,54855,920966
2008,1004,,79.7979798,1,381105,
2008,1005,,79.7979798,1,1195117,
2008,1006,31.51734399,35.71428571,1,640883,1607716
2008,1007,37.97157443,39.39393939,1,174165,375540
2008,1008,57.24369919,43.43434343,1,1736540,1192303
2008,1009,24.4894629,23.46938776,1,23708,898875
2008,1010,39.27263509,37.37373737,1,128894,1800502
2008,1011,31.81402062,33.33333333,1,0,1242887
2008,1012,66.01095088,54.54545455,1,2502783,365143
2008,1013,69.04698833,72.72727273,1,1433435,5204670
2008,1101,80.18177753,71.42857143,0,2010449,0
2008,1102,78.86265124,74.48979592,0,970819,0
2008,1201,50.60575111,36.73469388,0,2649953,1168536
2008,1202,28.95789819,37.11340206,0,16765,649431
2008,1301,85.86535592,87,0,435961,422267
2008,1302,89.41458046,90,0,1673968,0
2008,1303,77.41939825,64.64646465,0,553030,0
2008,1304,87.53510225,86.73469388,0,188438,0
2008,1305,77.04019241,73.73737374,0,2105109,0
2008,1306,42.4295384,56.56565657,0,827457,2708859
2008,1307,85.01753866,88,0,413001,0
2008,1308,60.72041282,56.56565657,0,2986001,990574
2008,1309,77.24684874,73.46938776,0,1227724,6686
2008,1310,47.44110033,61.61616162,0,3566123,5449412
2008,1311,62.87746393,54.08163265,0,2266615,1969363
2008,1312,74.07677559,56.56565657,0,830944,0
2008,1313,44.90463514,55.10204082,0,1070201,1585536
2008,1314,57.74800113,55.55555556,0,5047815,5084489
2008,1315,35.81063002,48.97959184,0,0,295919
2008,1316,37.21600201,53.53535354,0,501317,1346244
2008,1317,,57.14285714,0,556136,
2008,1318,39.18382845,48.97959184,0,607734,2562571
2008,1319,34.11513997,44.89795918,0,68004,1209093
2008,1401,72.28968803,62.62626263,0,1664250,12024
2008,1402,68.93563492,54.54545455,0,1599272,286350
2008,1403,41.90603055,43.43434343,0,854573,1064302
2008,1404,40.12824819,43.43434343,0,870680,969469
2008,1405,34.51201907,40.4040404,0,18624,1810296
2008,1406,34.29401942,46.93877551,0,24935,1575412
2008,1407,65.07849752,71.71717172,0,1600844,38684
2008,1408,64.74017196,47.95918367,0,1366664,223729
2008,1409,60.06461019,48.97959184,0,2185740,1045379
2008,1501,64.60664064,58.58585859,0,979333,54604
2008,1502,59.59877005,60.60606061,0,805024,367694
2008,1503,57.24307533,54.54545455,0,1547567,155895
2008,1504,39.43318833,53.53535354,0,634017,1627654
2008,1505,38.45138227,44.44444444,0,290089,873230
2008,1601,13.94633403,30.3030303,0,6057,2769946
2008,1602,47.72824279,43.87755102,0,1760726,1687635
2008,1603,58.73341298,51.51515152,0,1868504,1114721
2008,1604,33.80478006,40.81632653,0,210358,964059
2008,1701,35.6505685,37.37373737,0,21203,1052635
2008,1702,47.42702148,38.38383838,0,900518,1257624
2008,1703,59.36540758,56.56565657,0,2138457,1708081
2008,1704,36.96625453,38.7755102,0,19531,1811169
2008,1705,,31.63265306,0,,796760
2008,1706,64.65783678,43.87755102,0,481994,0
2008,1801,34.3182631,26.53061224,0,2158185,1628134
2008,1802,,76.53061224,0,342240,234559
2008,1803,,37.75510204,0,904878,
2008,1804,,40.4040404,0,1844290,1828695
2008,1805,,37.37373737,0,,1021984
2008,1806,45.57487202,41.83673469,0,2766865,1252457
2008,1807,35.6794081,35.71428571,0,623426,1606461
2008,1901,54.89896118,61.61616162,0,2213642,644690
2008,1902,67.43537322,56.12244898,0,569114,311470
2008,2001,50.40594629,40.81632653,0,1994553,3024144
2008,2002,74.33508398,61.2244898,0,636162,9836
2008,2003,69.84009983,60.20408163,0,799506,0
2008,2004,86.97599204,85.85858586,0,1443942,23514
2008,2005,75.4428875,66.32653061,0,3435237,27681
2008,2006,40.17353267,40.81632653,0,172381,204443
2008,2007,81.05451901,79.7979798,0,684420,23702
2008,2008,77.59101087,74.74747475,0,1279456,59213
2008,2101,72.92866248,65.97938144,0,857631,157611
2008,2102,,60.20408163,0,766166,
2008,2103,,59.79381443,0,848694,
2008,2104,72.87502288,64.94845361,0,2953741,39038
2008,2105,,60.20408163,0,3287403,
2008,2106,70.45888476,58.7628866,0,498041,28082
2008,2107,75.74656953,66.32653061,0,1021890,23134
2008,2108,,85.71428571,0,554013,
2008,2109,,61.2244898,0,739421,
2008,2110,,56.12244898,0,1217875,
2008,2201,66.51443118,51.02040816,0,1281683,236254
2008,2202,35.8224972,47.95918367,0,111806,828852
2008,2203,36.66117603,49.99,0,4209,319953
2008,2204,36.5505523,51.02040816,0,121971,2568143
2008,2205,72.29435113,64.64646465,0,559948,5000
2008,2206,39.57978768,55.10204082,0,84883,1527587
2008,2207,51.21044711,53.06122449,0,2331667,2128559
2008,2208,41.58085619,53.53535354,0,214285,1565888
2008,2209,54.99121033,56.56565657,0,2509024,4135864
2008,2210,31.97934037,48.97959184,0,7440,756978
2008,2211,46.88164125,54.54545455,0,28957,1058502
2008,2212,75.116716,66.32653061,0,660710,0
2008,2213,79.53357172,85.85858586,0,1066838,0
2008,2214,,86.86868687,0,1196772,
2008,2215,73.91401402,66.66666667,0,2522180,19870
2008,2301,65.49466277,52.04081633,0,2707385,1094278
2008,2302,42.61967653,48.97959184,0,559474,1484962
2008,2303,45.73197177,53.06122449,0,2726045,2744927
2008,2304,68.61197387,65.30612245,0,719710,79648
2008,2305,76.31055785,75.51020408,0,1476449,55796
2008,2306,48.34558571,45.91836735,0,2515420,3565248
2008,2307,72.29521812,48.45360825,0,1036463,13401
2008,2308,67.79636784,54.63917526,0,1409685,15751
2008,2401,55.51418298,37.37373737,0,1822307,1512428
2008,2402,69.05024489,66.66666667,0,1081785,5000
2008,2403,37.46248559,39,0,93191,1143197
2008,2404,74.53626097,32.32323232,0,513266,11141
2008,2501,,80.80808081,0,622529,
2008,2502,36.24816108,44.44444444,0,52218,838986
2008,2503,68.58066111,60.60606061,0,883674,32444
2008,2504,65.9105963,38.38383838,0,1203525,0
2008,2505,64.37315406,63.63636364,0,554041,56599
2008,2506,38.28088688,45.45454545,0,2801656,2633443
2008,2507,29.35560243,35.71428571,0,55453,2597311
2008,2508,26.80162599,36.73469388,0,62069,1285597
2008,2509,48.71411874,44.44444444,0,1669071,2778724
2008,2601,33.57665805,48.45360825,0,0,897187
2008,2701,29.51310513,44.89795918,0,24232,341030
2008,2702,47.50655648,50.50505051,0,843519,1838836
2008,2703,23.31422262,30.3030303,0,0,623810
2008,2801,70.48799028,65.30612245,0,1985063,15794
2008,2802,44.43200713,49.99,0,1131582,1605810
2008,2803,52.86313294,56.12244898,0,1777641,3182799
2008,2901,53.01962599,53.53535354,0,1576897,1447187
2008,2902,57.6725442,56.56565657,0,2021775,552317
2008,3001,73.61385468,65.65656566,0,3502678,26034
2008,3002,39.82546979,54.54545455,0,192143,1520178
2008,3003,52.07629134,52.52525253,0,2863993,1259800
2008,3004,33.01430985,47.47474747,0,481166,1076919
2008,3005,43.14752738,45.45454545,0,1194535,1726631
2008,3006,67.92784811,61.61616162,0,1542502,12364
2008,3007,45.67420109,50.50505051,0,2621407,1419698
2008,3008,71.62276402,63.63636364,0,1137316,82227
2008,3009,68.50578879,61.61616162,0,1288656,34363
2008,3010,,87,0,502611,
2008,3011,37.43659426,45.45454545,0,93651,1206615
2008,3012,64.1216422,58.58585859,0,1268760,32959
2008,3013,77.60722551,75.75757576,0,802335,5000
2008,3101,55.65444711,60.60606061,0,2481040,1778319
2008,3102,55.95805694,49.49494949,0,3965981,2389508
2008,3103,65.06070751,61.61616162,0,1520912,190884
2008,3201,58.38463397,51.51515152,0,1478623,864720
2008,3202,66.94296862,56.56565657,0,1436880,15500
2008,3203,36.08041465,47.47474747,0,42361,875084
2008,3204,64.00593124,58.58585859,0,1520492,496029
2008,3205,72.02711401,63.63636364,0,988775,24367
2008,3206,,89,0,1756925,
2008,3207,84.67843263,79.7979798,0,1729732,0
2008,3208,80.454707,74.74747475,0,1044454,0
2008,3209,,55.55555556,0,524607,
2008,3210,94.19088397,91,0,1568247,0
2008,3211,93.53850593,90.90909091,0,545983,0
2008,3212,90.00464523,86.86868687,0,816108,0
2008,3213,64.65470395,49,0,1272811,162474
2008,3214,80.73643724,78.78787879,0,1257989,0
2008,3215,91.87040804,93.93939394,0,4209400,0
2008,3216,96.59140103,95,0,386734,0
2008,3217,79.87800357,72,0,776808,0
2008,3218,68.46789325,62,0,1489302,19906
2008,3219,58.67306809,51.51515152,0,2136773,612220
2008,3220,62.13095399,51.51515152,0,4489397,7038552
2008,3221,63.94012356,59.18367347,0,753520,504378
2008,3222,66.32042043,60.20408163,0,735253,150490
2008,3223,34.66027711,52.52525253,0,107714,645795
2008,3224,51.97056568,51.02040816,0,1616138,1090713
2008,3225,56.69235453,56.56565657,0,2410865,403189
2008,3226,42.45012259,46.93877551,0,1206640,2220960
2008,3227,76.71966852,55.10204082,0,850363,190451
2008,3228,78.00098523,69.3877551,0,756579,5000
2008,3229,50.96556053,48.97959184,0,2159314,1501658
2008,3301,70.28267662,63,0,703692,5000
2008,3302,68.15490713,52.52525253,0,984575,21861
2008,3303,34.10031041,38.38383838,0,21761,915298
2008,3304,63.31957741,62.62626263,0,940570,573572
2008,3305,41.63151568,38.38383838,0,238153,852649
2008,3306,33.00271908,36.36363636,0,105750,688818
2008,3307,68.84435282,47.47474747,0,1160679,89219
2008,3308,55.38212734,52.52525253,0,1509753,3808201
2008,3309,36.52691615,45,0,252020,1164506
2008,3310,42.44906574,36.36363636,0,684167,1587880
2008,3311,63.35913373,47.47474747,0,769941,134199
2008,3312,71.55858704,71,0,646075,25584
2008,3313,65.9333099,59.5959596,0,925433,34655
2008,3401,61.97410539,45.91836735,0,1795718,1944099
2008,3501,52.47328781,55.55555556,0,1447544,2410292
2008,3502,45.51978164,40.4040404,0,1972691,1276573
